"日期","open","high","low","收盤價","成交量","ema12","ema26","dif","macd_signal","macd_hist","k","d","外資買賣超","投信買賣超","融資餘額"
"2026-04-02","375.5","375.5","356.0","361.0","24470659","349.104113088866","342.7345469222912","6.37","6.495205486737517","-0.13","68.46","63.98","-476300","3193360","4398"
"2026-04-07","361.5","366.0","348.5","352.0","14027586","349.5496341521174","343.4208767798993","6.13","6.421915863833635","-0.29","62.3","63.42","-4190263","-440595","5082"
"2026-04-08","364.0","385.0","364.0","383.0","25746033","354.69584428256087","346.35266368509195","8.34","6.806168810560692","1.54","73.69","66.84","8881440","-329257","4378"
"2026-04-09","387.0","394.5","381.0","392.0","21207383","360.4349451621669","349.7339478565666","10.7","7.585134509568616","3.12","81.2","71.63","2799402","-234745","4145"
"2026-04-10","390.0","397.5","385.0","393.0","17172884","365.4449535987566","352.93884060793204","12.51","8.569330205819812","3.94","85.29","76.18","-1806129","-588575","4424"
"2026-04-13","415.5","428.0","403.0","417.5","25890114","373.453422275871","357.72114871104816","15.73","10.001918877620415","5.73","86.68","79.68","-572069","-201235","5330"
"2026-04-14","430.0","437.0","421.0","424.0","19084721","381.2298188488139","362.6306932509705","18.6","11.721360221665012","6.88","87.12","82.16","-2525747","288642","4933"
"2026-04-15","431.5","460.0","431.0","446.5","30888147","391.2713851797656","368.84323449163935","22.43","13.862718314957263","8.57","87.52","83.95","1348937","298353","4894"
"2026-04-16","450.0","453.0","436.0","450.5","23542998","400.383479767494","374.891883788555","25.49","16.188493847753612","9.3","88.84","85.58","-954078","74367","4698"
"2026-04-17","441.0","463.0","437.5","442.0","25602127","406.7860213417257","379.86285535977316","26.92","18.335428274593397","8.59","86.45","85.87","-1307091","-280479","4807"
"2026-04-20","457.0","473.0","454.5","461.5","22395591","415.20355651992173","385.9100512590492","29.29","20.52704367184922","8.77","87.45","86.39","365591","401249","4688"
"2026-04-21","467.0","476.0","461.0","472.0","17685768","423.94147090147226","392.2870844991196","31.65","22.75251221794991","8.9","90.23","87.67","2058380","277495","4648"
"2026-04-22","462.0","473.0","460.5","465.0","17019631","430.25816768586117","397.6732263880737","32.58","24.71899803391742","7.87","89.46","88.27","-1128918","-371910","4672"
"2026-04-23","474.5","497.5","456.0","464.5","26843992","435.52614188803636","402.6233577667349","32.9","26.35575525139423","6.55","81.33","85.95","-1938257","424094","4865"
"2026-04-24","467.5","500.0","467.5","496.0","27381879","444.8298123668","409.54014608031014","35.29","28.142537458413358","7.15","85.87","85.93","38850","1146529","5512"
"2026-04-27","517.0","523.0","495.5","495.5","30165500","452.6252258488308","415.9075426669538","36.72","29.857566603106083","6.86","80.61","84.15","-4998297","674312","6085"
"2026-04-28","489.0","510.0","483.5","495.5","22748609","459.22134494901064","421.80328024717943","37.42","31.36966622285111","6.05","76.54","81.62","1400594","1112721","5835"
"2026-04-29","487.0","492.0","472.5","488.5","22424827","463.72575341839365","426.7437780066476","36.98","32.49212806063011","4.49","70.91","78.05","-5135792","681037","6346"
"2026-04-30","490.5","512.0","478.0","478.0","36584546","465.9217913540254","430.5405351913403","35.38","33.069953681041106","2.31","58.71","71.6","-5394033","2861636","6616"
"2026-05-04","497.0","525.0","497.0","525.0","27594760","475.0107465303292","437.53753258457436","37.47","33.95060573398385","3.52","72.47","71.89","6172925","923654","7667"
"2026-05-05","525.0","544.0","519.0","520.0","38106905","481.9321701410478","443.64586350423554","38.29","34.81774591454953","3.47","72.56","72.11","-5798312","183395","6889"
"2026-05-06","541.0","544.0","514.0","524.0","31498923","488.40414396550193","449.598021763181","38.81","35.615421172103815","3.19","74.13","72.79","-936052","1171840","6710"
"2026-05-07","548.0","558.0","534.0","540.0","24883728","496.3419679708093","456.294464595538","40.05","36.50183761273732","3.55","76.12","73.9","-1212372","3729238","6329"
"2026-05-08","524.0","529.0","511.0","516.0","23722301","499.3662805906848","460.71709684772037","38.65","36.931306838782746","1.72","67.71","71.83","-7779914","584030","6626"
"2026-05-11","526.0","546.0","513.0","537.0","22625012","505.1560835767333","466.36768226640777","38.79","37.30272573309131","1.49","70.28","71.32","1419718","656579","6782"
"2026-05-12","537.0","579.0","533.0","555.0","30939967","512.824378411082","472.93303913556275","39.89","37.82044844157689","2.07","72.68","71.77","-2401410","5151224","7441"
"2026-05-13","535.0","557.0","534.0","548.0","24676716","518.2360125016847","478.49355475515074","39.74","38.20485030256832","1.54","71.55","71.7","-3899731","2660720","7322"
"2026-05-14","555.0","564.0","548.0","548.0","14595546","522.8150875014255","483.6421803288433","39.17","38.398461676571095","0.77","68.43","70.61","-880706","-355000","7458"
"2026-05-15","555.0","564.0","537.0","547.0","18822126","526.535843270437","488.33535215633646","38.2","38.35886756407699","-0.16","63.27","68.16","657293","418901","7151"
"2026-05-18","529.0","529.0","500.0","510.0","26645271","523.9918673826775","489.9401408854967","34.05","37.497439350697746","-3.45","46.4","60.91","-5948511","262000","7724"
"2026-05-19","490.0","495.5","472.0","472.0","36960604","515.9931185545732","488.6112415606451","27.38","35.47432687934383","-8.09","30.93","50.92","-3975363","17697","8017"
"2026-05-20","465.0","481.5","465.0","476.0","25742575","509.8403310846389","487.6770755191158","22.16","32.812112616579675","-10.65","23.84","41.89","-846510","688000","8133"
"2026-05-21","499.0","511.0","496.5","510.0","19822547","509.86489553315596","489.3306254806628","20.53","30.356544103762378","-9.82","29.05","37.61","2527826","-23000","7941"
"2026-05-22","535.0","561.0","524.0","561.0","31183324","517.7318346819012","494.6394680376507","23.09","28.90370861186","-5.81","47.44","40.89","2979702","1248683","9007"
